timestamp,label,confidence,vad
16:55:13,conversational,0.33,True
16:55:14,conversational,0.35,False
16:55:14,conversational,0.84,True
16:55:14,conversational,0.27,False
16:55:17,conversational,0.13,False
16:55:17,conversational,0.54,False
16:55:17,conversational,0.43,False
16:55:18,conversational,0.38,False
16:55:19,conversational,0.44,True
16:55:20,conversational,0.43,False
16:55:21,conversational,0.28,False
16:55:22,noisy,0.42,False
16:55:23,noisy,0.23,False
16:55:24,noisy,0.54,False
16:55:26,noisy,0.63,False
16:55:26,noisy,0.96,False
16:57:03,noisy,0.41,False
16:57:04,noisy,0.47,False
16:57:05,noisy,0.34,False
16:57:06,noisy,0.28,True
16:57:07,noisy,0.26,False
16:57:07,noisy,0.29,False
16:57:08,noisy,0.16,False
16:57:09,noisy,0.93,False
16:57:10,noisy,0.12,False
16:57:11,noisy,0.45,False
16:57:12,noisy,0.17,False
16:57:12,noisy,0.29,False
16:57:12,noisy,0.35,False
16:57:13,noisy,0.15,False
16:57:14,traffic,0.28,True
16:57:15,traffic,0.64,True
16:57:16,traffic,0.12,True
16:57:17,traffic,0.41,False
16:57:18,traffic,0.52,False
16:57:19,traffic,0.69,False
16:57:20,traffic,0.25,False
16:57:21,traffic,0.6,True
16:57:22,traffic,0.08,True
16:57:23,traffic,0.45,True
16:57:24,traffic,0.73,True
16:57:25,conversational,0.2,True
16:57:26,conversational,0.2,True
16:57:27,conversational,0.83,True
17:43:53,noisy,0.47,False
17:43:54,noisy,0.25,False
17:43:55,noisy,0.52,True
17:43:58,noisy,0.34,False
17:43:58,noisy,0.54,False
17:44:01,noisy,0.16,True
17:44:01,noisy,0.19,True
17:44:01,conversational,0.41,True
17:44:01,conversational,0.51,True
17:44:02,conversational,0.25,False
17:44:03,conversational,0.29,False
17:44:04,conversational,0.28,False
17:44:05,noisy,0.25,True
17:44:06,noisy,0.23,False
17:44:07,noisy,0.35,True
17:44:08,noisy,0.34,False
17:44:09,noisy,0.48,True
17:44:10,noisy,0.34,False
17:44:11,noisy,0.33,True
17:44:12,noisy,0.33,True
17:44:13,noisy,0.11,False
17:44:14,noisy,0.34,True
17:44:15,noisy,0.16,True
17:44:16,noisy,0.27,True
17:44:17,noisy,0.18,True
18:32:05,conversational,0.49,True
18:32:06,conversational,0.58,False
18:32:09,conversational,0.14,False
18:32:09,conversational,0.78,False
18:32:09,conversational,0.93,False
18:32:12,conversational,0.22,False
18:32:12,conversational,0.59,True
18:32:12,conversational,0.78,True
18:32:13,conversational,0.12,False
18:32:14,conversational,0.98,True
18:32:15,conversational,0.13,False
18:32:16,conversational,0.23,False
18:32:17,conversational,0.12,True
18:32:18,conversational,0.24,False
18:32:19,conversational,0.1,True
18:32:20,conversational,0.41,False
18:32:21,quiet,0.27,False
18:32:22,quiet,0.19,False
18:32:23,quiet,0.4,False
18:32:24,quiet,0.44,True
18:32:25,quiet,0.62,True
18:32:26,quiet,0.61,False
18:32:28,conversational,0.42,False
18:32:28,conversational,0.49,False
18:32:29,conversational,0.63,True
18:36:44,traffic,0.36,True
18:36:45,traffic,0.15,True
18:36:46,traffic,0.16,True
18:36:47,traffic,0.29,True
18:36:48,traffic,0.07,True
18:36:51,conversational,0.12,False
18:36:51,conversational,0.37,False
18:36:51,conversational,0.17,True
18:36:52,conversational,0.12,True
18:36:53,conversational,0.07,False
18:36:54,conversational,0.09,False
18:36:57,conversational,0.21,False
18:36:57,conversational,0.93,True
18:36:57,conversational,0.6,False
18:37:00,conversational,0.21,False
18:37:00,conversational,0.93,False
18:37:00,conversational,0.18,False
18:37:01,conversational,0.05,False
18:37:02,conversational,0.12,False
18:37:03,conversational,0.09,False
18:37:04,conversational,0.33,False
18:37:05,conversational,0.19,False
18:37:06,conversational,0.09,False
18:37:07,conversational,0.22,False
18:37:08,conversational,0.16,False
13:20:09,noisy,0.34,False
13:20:10,noisy,0.3,False
13:20:11,noisy,0.28,False
13:20:12,noisy,0.52,False
13:20:15,noisy,0.12,False
13:20:18,noisy,0.46,False
13:20:18,noisy,0.67,False
13:20:18,noisy,0.39,False
13:20:18,noisy,0.83,False
13:20:18,noisy,0.25,False
13:20:19,conversational,0.82,True
13:20:20,conversational,0.25,True
13:20:21,conversational,0.27,True
13:20:22,conversational,0.25,False
13:20:23,conversational,0.33,True
13:20:24,conversational,0.36,False
13:20:27,conversational,0.3,False
13:20:27,conversational,0.74,False
13:20:30,conversational,0.27,False
13:20:30,conversational,0.29,False
13:20:30,conversational,0.91,False
13:20:30,conversational,0.48,False
13:20:31,conversational,0.4,False
13:20:32,conversational,0.45,False
13:20:33,conversational,0.49,False
13:26:51,conversational,0.28,True
13:26:52,conversational,0.48,True
13:26:53,conversational,0.25,False
13:26:54,noisy,0.26,False
13:26:55,noisy,0.28,False
13:26:58,noisy,0.29,False
13:27:01,noisy,0.14,False
13:27:01,noisy,0.33,True
13:27:01,noisy,0.43,False
13:27:01,noisy,0.42,True
13:27:01,conversational,0.57,True
13:27:02,conversational,0.32,True
13:27:03,conversational,0.4,True
13:27:04,conversational,0.18,False
13:27:05,conversational,0.2,False
13:27:06,conversational,0.62,False
13:27:09,conversational,0.1,False
13:27:09,conversational,0.84,True
13:27:09,conversational,0.54,True
13:27:10,conversational,0.28,True
13:27:11,conversational,0.63,True
13:27:12,conversational,0.09,True
13:27:13,conversational,0.11,True
13:27:14,conversational,0.22,True
13:27:15,conversational,0.17,True
13:27:46,conversational,0.18,False
13:27:46,conversational,0.18,False
13:27:47,conversational,0.21,False
13:27:48,conversational,0.27,False
